status,funding_rounds,funding_total_usd,milestones,relationships,age,success_status,success_binary
operating,1.0,3500000.0,,,10.0,0,0
operating,1.0,,,2.0,3.5,0,0
operating,,,,2.0,7.0,0,0
operating,,,1.0,1.0,6.0,0,0
operating,,,,,11.0,0,0
operating,,,,1.0,6.83,0,0
operating,,,1.0,5.0,8.0,0,0
operating,,,,2.0,13.0,0,0
ipo,8.0,72900000.0,4.0,28.0,11.0,1,1
operating,1.0,2000000.0,,2.0,3.5,0,0
operating,,,4.0,1.0,7.0,0,0
operating,,,,2.0,3.67,0,0
operating,,,2.0,3.0,6.0,0,0
closed,1.0,5000.0,1.0,3.0,1.62,0,0
closed,,,,1.0,2.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,2.0,8.0,11.3,0,0
operating,,,1.0,1.0,7.67,0,0
operating,,,2.0,,7.08,0,0
operating,,,,3.0,7.0,0,0
operating,1.0,200000.0,1.0,3.0,3.1,0,0
operating,2.0,,,1.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,2.0,2.0,4.0,0,0
ipo,,,,127.0,7.0,1,1
operating,,,,1.0,7.15,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,,1.0,3.0,7.0,0,0
acquired,4.0,17807000.0,,26.0,9.0,1,1
operating,1.0,,,11.0,7.0,0,0
operating,,,1.0,2.0,8.0,0,0
acquired,,,1.0,12.0,17.0,1,1
operating,,,,1.0,8.84,0,0
operating,,,1.0,2.0,16.0,0,0
operating,1.0,8600000.0,1.0,5.0,11.0,0,0
operating,1.0,,1.0,2.0,5.0,0,0
acquired,,,,,7.0,1,1
operating,,,,2.0,7.0,0,0
operating,,,1.0,4.0,7.0,0,0
operating,1.0,2550000.0,,4.0,10.0,0,0
operating,,,1.0,3.0,12.0,0,0
operating,,,1.0,4.0,9.0,0,0
operating,,,,,7.0,0,0
closed,1.0,,,,5.69,0,0
operating,,,,,7.0,0,0
acquired,2.0,14000000.0,4.0,17.0,10.0,1,1
operating,,,,,8.0,0,0
operating,,,,2.0,8.0,0,0
operating,,,,,8.0,0,0
operating,,,,,13.58,0,0
acquired,4.0,25000000.0,3.0,7.0,14.5,1,1
acquired,2.0,35800000.0,4.0,26.0,16.0,1,1
operating,1.0,2000000.0,2.0,10.0,9.0,0,0
operating,5.0,16330000.0,1.0,14.0,17.0,0,0
ipo,10.0,252303692.0,3.0,42.0,10.0,1,1
operating,6.0,73870000.0,1.0,17.0,9.83,0,0
operating,,,,1.0,14.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,7.0,0,0
ipo,3.0,333200000.0,5.0,38.0,32.0,1,1
acquired,,,,1.0,7.0,1,1
operating,,,1.0,4.0,7.0,0,0
operating,2.0,9197854.0,2.0,7.0,6.25,0,0
acquired,,,2.0,14.0,19.0,1,1
operating,,,1.0,9.0,7.0,0,0
operating,3.0,12000000.0,3.0,2.0,10.0,0,0
operating,,,,,8.0,0,0
operating,1.0,22000000.0,,2.0,9.0,0,0
operating,,,2.0,3.0,17.0,0,0
operating,,,,,6.0,0,0
operating,2.0,6700000.0,3.0,7.0,6.67,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
acquired,,,1.0,6.0,17.0,1,1
operating,,,,2.0,3.67,0,0
acquired,,,3.0,103.0,35.0,1,1
operating,,,,,12.0,0,0
operating,,,,,21.0,0,0
operating,,,,4.0,8.0,0,0
operating,,,,1.0,7.0,0,0
closed,,,,1.0,1.21,0,0
operating,,,1.0,1.0,3.67,0,0
operating,,,,1.0,3.7,0,0
operating,,,,,6.0,0,0
operating,4.0,21550000.0,3.0,28.0,10.0,0,0
operating,1.0,,,,7.0,0,0
closed,2.0,2300000.0,3.0,4.0,5.59,0,0
operating,,,1.0,2.0,6.58,0,0
operating,,,,2.0,9.67,0,0
operating,1.0,20000.0,1.0,4.0,4.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,8.75,0,0
operating,,,1.0,1.0,10.0,0,0
operating,1.0,700000.0,3.0,11.0,7.49,0,0
operating,,,1.0,1.0,14.0,0,0
operating,,,1.0,4.0,5.0,0,0
acquired,2.0,1975000.0,2.0,6.0,3.84,1,1
operating,,,,1.0,7.0,0,0
acquired,4.0,108900000.0,2.0,28.0,9.0,1,1
operating,,,,1.0,16.5,0,0
operating,1.0,1000000.0,,1.0,6.75,0,0
operating,,,,4.0,7.84,0,0
operating,,,,1.0,7.0,0,0
operating,,,2.0,1.0,4.0,0,0
operating,2.0,600000.0,,1.0,9.94,0,0
operating,,,,,14.0,0,0
acquired,3.0,32000000.0,1.0,13.0,19.0,1,1
operating,,,,6.0,8.16,0,0
ipo,,,3.0,21.0,10.04,1,1
operating,2.0,30600000.0,6.0,31.0,9.5,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,,1.0,3.0,7.0,0,0
operating,3.0,1725000.0,2.0,2.0,3.57,0,0
operating,7.0,19449781.0,1.0,4.0,8.0,0,0
closed,2.0,3400000.0,3.0,4.0,7.0,0,0
operating,1.0,,,,16.58,0,0
operating,1.0,83000.0,,1.0,15.84,0,0
operating,3.0,17000000.0,3.0,12.0,6.75,0,0
acquired,1.0,4000000.0,2.0,3.0,7.0,1,1
operating,,,,2.0,12.57,0,0
operating,,,,2.0,6.4,0,0
operating,,,,1.0,14.58,0,0
operating,,,,2.0,10.56,0,0
operating,,,,1.0,9.0,0,0
operating,,,,,7.67,0,0
operating,2.0,1700000.0,,3.0,8.44,0,0
operating,,,,3.0,9.91,0,0
operating,,,,,16.0,0,0
operating,,,,1.0,20.0,0,0
operating,,,,4.0,3.67,0,0
operating,,,,3.0,7.33,0,0
operating,,,,1.0,9.89,0,0
acquired,,,1.0,14.0,33.0,1,1
acquired,2.0,6000999.0,,9.0,17.0,1,1
closed,1.0,800000.0,2.0,3.0,5.49,0,0
operating,,,1.0,1.0,5.91,0,0
acquired,1.0,1000000.0,2.0,13.0,7.75,1,1
closed,2.0,1500000.0,,3.0,6.28,0,0
operating,,,,3.0,7.0,0,0
acquired,6.0,125250000.0,5.0,30.0,7.91,1,1
acquired,,,1.0,3.0,7.0,1,1
operating,1.0,35000.0,1.0,4.0,14.88,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,3.0,8.0,0,0
acquired,,,1.0,1.0,6.5,1,1
operating,,,1.0,2.0,4.0,0,0
acquired,6.0,34700000.0,4.0,37.0,8.67,1,1
acquired,4.0,24000000.0,2.0,17.0,7.0,1,1
operating,4.0,4000000.0,2.0,9.0,7.16,0,0
operating,,,,2.0,7.42,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,12000000.0,2.0,19.0,15.0,0,0
closed,3.0,46400000.0,1.0,11.0,8.25,0,0
operating,1.0,22500000.0,1.0,5.0,15.08,0,0
acquired,1.0,8800000.0,3.0,15.0,13.0,1,1
operating,4.0,39730000.0,2.0,4.0,12.0,0,0
operating,,,,,7.0,0,0
operating,,,,7.0,7.0,0,0
acquired,3.0,65000000.0,3.0,18.0,7.0,1,1
operating,,,,1.0,16.0,0,0
operating,,,,2.0,16.0,0,0
operating,,,2.0,5.0,5.33,0,0
operating,3.0,81700000.0,3.0,14.0,7.0,0,0
ipo,3.0,45000003.0,2.0,12.0,13.0,1,1
acquired,,,1.0,6.0,20.0,1,1
acquired,,,2.0,9.0,9.0,1,1
closed,4.0,,1.0,13.0,13.83,0,0
operating,,,,3.0,8.0,0,0
operating,2.0,6080000.0,1.0,7.0,4.0,0,0
operating,,,3.0,1.0,4.54,0,0
operating,1.0,8300000.0,3.0,4.0,9.0,0,0
operating,1.0,1000000.0,2.0,9.0,6.58,0,0
operating,,,1.0,10.0,7.58,0,0
operating,2.0,2000000.0,2.0,4.0,6.4,0,0
operating,,,1.0,6.0,4.5,0,0
operating,1.0,500000.0,,1.0,12.25,0,0
operating,1.0,,,,7.33,0,0
operating,1.0,,,,7.0,0,0
operating,2.0,95244796.0,3.0,29.0,13.0,0,0
operating,3.0,149000000.0,3.0,2.0,4.91,0,0
operating,5.0,37800000.0,,12.0,7.42,0,0
operating,,,,3.0,6.48,0,0
operating,,,1.0,1.0,7.16,0,0
operating,1.0,9400000.0,,,7.0,0,0
operating,1.0,11600000.0,1.0,14.0,14.91,0,0
operating,3.0,71000000.0,1.0,18.0,12.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,,,8.0,0,0
operating,,,,1.0,7.55,0,0
operating,,,,,5.0,0,0
operating,1.0,1000000.0,,1.0,15.99,0,0
operating,,,,1.0,6.67,0,0
closed,3.0,9100000.0,,,7.31,0,0
operating,,,,,3.32,0,0
operating,1.0,,1.0,4.0,8.0,0,0
operating,,,2.0,3.0,13.07,0,0
operating,,,,,7.56,0,0
operating,2.0,200000.0,2.0,1.0,6.58,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,,7.0,0,0
acquired,1.0,,2.0,14.0,8.42,1,1
operating,,,,,5.0,0,0
operating,,,,1.0,15.0,0,0
operating,2.0,11000000.0,1.0,12.0,9.0,0,0
operating,,,,3.0,7.49,0,0
operating,1.0,4300000.0,2.0,,4.08,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,6.0,10.0,0,0
operating,,,,1.0,7.58,0,0
operating,,,,1.0,12.58,0,0
operating,,,1.0,5.0,48.0,0,0
operating,,,1.0,2.0,10.25,0,0
operating,,,1.0,4.0,5.91,0,0
operating,2.0,21827665.0,3.0,4.0,6.58,0,0
operating,,,1.0,1.0,18.0,0,0
operating,,,,66.0,35.58,0,0
acquired,,,4.0,2.0,7.84,1,1
operating,,,,4.0,6.75,0,0
acquired,,,,1.0,8.0,1,1
operating,,,2.0,6.0,94.36,0,0
operating,3.0,14000000.0,2.0,13.0,9.75,0,0
operating,,,1.0,1.0,12.9,0,0
operating,,,1.0,1.0,3.48,0,0
operating,,,,,8.2,0,0
operating,,,,1.0,6.45,0,0
operating,,,,12.0,6.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,,1.0,7.0,0,0
acquired,1.0,,,3.0,7.42,1,1
operating,2.0,,1.0,4.0,2.25,0,0
operating,,,,,10.0,0,0
operating,1.0,314169.0,,4.0,8.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,2.0,7.0,3.4,0,0
operating,2.0,10000000.0,4.0,7.0,13.22,0,0
operating,,,,,15.33,0,0
operating,,,,,4.0,0,0
operating,,,,2.0,4.0,0,0
acquired,3.0,10400001.0,3.0,21.0,7.34,1,1
operating,,,,,28.16,0,0
operating,,,,1.0,7.0,0,0
operating,,,,4.0,7.16,0,0
operating,,,,1.0,9.92,0,0
acquired,,,4.0,10.0,24.18,1,1
operating,,,1.0,2.0,36.0,0,0
operating,,,1.0,2.0,19.0,0,0
acquired,1.0,,1.0,3.0,7.0,1,1
operating,,,2.0,5.0,17.21,0,0
operating,,,2.0,2.0,4.33,0,0
operating,3.0,20900000.0,1.0,6.0,3.33,0,0
operating,1.0,1000000.0,1.0,2.0,3.75,0,0
acquired,4.0,24500000.0,5.0,15.0,13.0,1,1
operating,1.0,,,,7.0,0,0
operating,,,,,6.4,0,0
operating,1.0,7000000.0,,,5.0,0,0
operating,3.0,3030712.0,,,5.0,0,0
acquired,,,1.0,2.0,7.0,1,1
operating,,,2.0,4.0,7.0,0,0
acquired,,,1.0,6.0,7.0,1,1
operating,4.0,83000000.0,,,6.0,0,0
operating,,,,2.0,17.0,0,0
ipo,,,2.0,24.0,18.91,1,1
operating,,,3.0,4.0,3.16,0,0
operating,,,,,7.0,0,0
operating,,,1.0,10.0,11.0,0,0
operating,,,1.0,,10.0,0,0
acquired,1.0,18000000.0,,,11.0,1,1
operating,2.0,18000.0,2.0,5.0,3.3,0,0
operating,,,,2.0,7.58,0,0
operating,,,,2.0,10.0,0,0
operating,3.0,2125000.0,2.0,3.0,4.85,0,0
operating,,,,3.0,7.42,0,0
operating,,,1.0,3.0,3.33,0,0
acquired,,,,,7.0,1,1
operating,,,,1.0,7.16,0,0
operating,,,,,6.32,0,0
operating,,,,2.0,6.41,0,0
operating,,,,,7.5,0,0
acquired,2.0,8500000.0,3.0,8.0,9.46,1,1
operating,,,1.0,6.0,7.0,0,0
operating,,,,1.0,6.67,0,0
operating,,,,,7.08,0,0
operating,4.0,17800000.0,2.0,2.0,6.33,0,0
operating,,,,,6.5,0,0
operating,1.0,6000000.0,2.0,2.0,6.75,0,0
acquired,,,1.0,2.0,7.0,1,1
acquired,,,,,26.0,1,1
operating,,,2.0,23.0,42.0,0,0
operating,,,1.0,1.0,7.03,0,0
operating,,,2.0,6.0,19.0,0,0
operating,,,1.0,1.0,3.42,0,0
operating,,,4.0,20.0,7.0,0,0
operating,,,,,10.67,0,0
operating,2.0,2000000.0,,21.0,6.33,0,0
operating,,,1.0,1.0,16.0,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,5500000.0,1.0,6.0,9.0,0,0
operating,,,1.0,7.0,7.75,0,0
operating,,,,4.0,9.0,0,0
operating,,,,4.0,18.0,0,0
acquired,,,1.0,1.0,7.0,1,1
acquired,1.0,8400000.0,1.0,13.0,18.0,1,1
operating,,,1.0,3.0,26.0,0,0
operating,,,,2.0,13.0,0,0
operating,,,1.0,1.0,3.43,0,0
operating,1.0,,2.0,5.0,7.91,0,0
operating,1.0,150000.0,,,6.75,0,0
operating,,,1.0,1.0,12.91,0,0
acquired,,,2.0,1.0,12.42,1,1
operating,,,1.0,8.0,6.29,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,175000.0,,4.0,15.0,0,0
acquired,,,,,19.0,1,1
operating,,,3.0,23.0,15.0,0,0
operating,1.0,1500000.0,1.0,5.0,9.0,0,0
operating,,,,,9.0,0,0
operating,,,,,3.58,0,0
operating,,,1.0,4.0,8.64,0,0
operating,,,,14.0,4.58,0,0
operating,,,1.0,1.0,6.8,0,0
closed,1.0,5000000.0,,,7.0,0,0
operating,,,1.0,3.0,8.29,0,0
operating,,,,,7.75,0,0
operating,,,2.0,1.0,8.42,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,8.75,0,0
closed,2.0,12000000.0,1.0,5.0,5.51,0,0
operating,,,,1.0,10.67,0,0
acquired,,,2.0,3.0,15.0,1,1
operating,,,1.0,,6.33,0,0
acquired,,,1.0,2.0,11.0,1,1
operating,,,1.0,3.0,3.67,0,0
operating,,,2.0,5.0,6.33,0,0
operating,,,,,6.25,0,0
operating,,,1.0,12.0,7.0,0,0
acquired,,,1.0,1.0,8.0,1,1
operating,1.0,,3.0,2.0,6.29,0,0
operating,1.0,30000000.0,2.0,1.0,20.0,0,0
ipo,1.0,4500000.0,2.0,8.0,26.0,1,1
operating,,,2.0,7.0,7.0,0,0
operating,,,,,16.0,0,0
operating,,,,,13.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,36.0,0,0
acquired,,,1.0,1.0,15.0,1,1
operating,,,1.0,4.0,15.0,0,0
operating,,,,,14.0,0,0
operating,,,1.0,,3.42,0,0
operating,,,2.0,4.0,8.91,0,0
operating,,,2.0,4.0,8.33,0,0
operating,,,1.0,2.0,6.41,0,0
operating,,,,2.0,6.6,0,0
acquired,,,1.0,3.0,34.0,1,1
operating,,,1.0,8.0,5.0,0,0
operating,,,,1.0,9.0,0,0
operating,,,,1.0,18.0,0,0
operating,,,,1.0,6.83,0,0
operating,,,,,3.75,0,0
operating,4.0,12600000.0,4.0,12.0,7.91,0,0
operating,,,1.0,1.0,7.0,0,0
acquired,3.0,30500000.0,3.0,20.0,8.71,1,1
operating,,,2.0,1.0,7.0,0,0
acquired,1.0,300000.0,4.0,3.0,7.42,1,1
acquired,1.0,5500000.0,1.0,3.0,7.0,1,1
operating,1.0,250000.0,1.0,7.0,7.32,0,0
operating,,,,,11.0,0,0
ipo,7.0,89969340.0,8.0,49.0,10.5,1,1
operating,3.0,156040191.0,3.0,48.0,14.0,0,0
acquired,,,,,16.0,1,1
acquired,,,,1.0,18.0,1,1
acquired,1.0,7660000.0,3.0,5.0,11.0,1,1
operating,,,3.0,9.0,6.83,0,0
operating,,,,1.0,7.56,0,0
operating,,,4.0,15.0,22.0,0,0
acquired,,,4.0,14.0,19.0,1,1
operating,,,,,31.0,0,0
operating,,,,,7.0,0,0
ipo,,,2.0,101.0,111.54,1,1
operating,,,2.0,3.0,46.0,0,0
operating,,,1.0,3.0,44.0,0,0
operating,,,1.0,2.0,11.58,0,0
operating,1.0,,1.0,7.0,11.55,0,0
operating,,,1.0,1.0,7.0,0,0
operating,4.0,12895310.0,1.0,2.0,7.0,0,0
operating,,,,,6.56,0,0
acquired,,,,14.0,16.0,1,1
operating,,,2.0,3.0,17.0,0,0
acquired,,,3.0,2.0,31.25,1,1
operating,,,,1.0,12.0,0,0
operating,2.0,4180000.0,1.0,2.0,10.0,0,0
operating,4.0,190120000.0,3.0,24.0,9.0,0,0
operating,,,,5.0,6.5,0,0
operating,4.0,1105000.0,2.0,10.0,3.67,0,0
operating,,,,,16.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,7.0,8.16,0,0
operating,,,,3.0,12.0,0,0
operating,,,1.0,28.0,7.0,0,0
operating,3.0,21000000.0,3.0,5.0,7.91,0,0
operating,1.0,350000.0,,,9.33,0,0
operating,,,,,7.0,0,0
operating,1.0,1170000.0,2.0,2.0,5.42,0,0
acquired,,,1.0,3.0,24.0,1,1
operating,,,1.0,12.0,23.0,0,0
operating,,,1.0,1.0,7.84,0,0
ipo,7.0,833952250.0000048,3.0,101.0,6.14,1,1
operating,,,,,13.0,0,0
operating,,,1.0,3.0,11.25,0,0
closed,2.0,7350000.0,3.0,8.0,4.9,0,0
operating,,,,1.0,14.0,0,0
operating,,,2.0,5.0,10.0,0,0
operating,,,,13.0,14.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,2.0,7900000.0,2.0,12.0,5.8,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,7.0,0,0
acquired,3.0,9800000.0,,4.0,7.0,1,1
operating,2.0,12600000.0,,,7.0,0,0
operating,,,3.0,7.0,7.84,0,0
operating,1.0,5000000.0,1.0,4.0,11.0,0,0
operating,,,4.0,2.0,14.0,0,0
operating,1.0,12500000.0,,4.0,7.0,0,0
operating,1.0,,,3.0,7.91,0,0
operating,,,,2.0,7.0,0,0
operating,5.0,11682151.0,,13.0,10.0,0,0
operating,,,,,7.0,0,0
operating,,,,4.0,14.91,0,0
closed,2.0,1300000.0,1.0,2.0,7.0,0,0
acquired,3.0,16898621.0,1.0,2.0,8.0,1,1
operating,2.0,7100000.0,2.0,20.0,7.35,0,0
acquired,1.0,200000.0,2.0,2.0,10.0,1,1
operating,,,,4.0,6.73,0,0
acquired,1.0,3200000.0,3.0,5.0,7.0,1,1
acquired,1.0,,3.0,3.0,7.42,1,1
operating,,,1.0,1.0,6.75,0,0
operating,,,,4.0,12.16,0,0
operating,,,,1.0,11.67,0,0
operating,,,,3.0,9.67,0,0
operating,,,,1.0,20.0,0,0
operating,,,2.0,7.0,26.0,0,0
operating,,,,2.0,6.33,0,0
operating,,,,3.0,7.0,0,0
operating,,,1.0,4.0,7.42,0,0
operating,,,1.0,2.0,10.2,0,0
operating,,,1.0,1.0,23.58,0,0
operating,2.0,9000000.0,2.0,5.0,3.84,0,0
closed,1.0,4300000.0,3.0,4.0,2.42,0,0
operating,,,,,4.12,0,0
acquired,,,2.0,7.0,13.63,1,1
operating,3.0,21100000.0,2.0,8.0,10.56,0,0
closed,1.0,50000.0,2.0,7.0,4.39,0,0
operating,,,,,6.28,0,0
operating,3.0,26400000.0,2.0,1.0,7.0,0,0
operating,2.0,1175000.0,3.0,13.0,3.27,0,0
operating,2.0,62000000.0,3.0,27.0,15.0,0,0
acquired,2.0,9000000.0,1.0,5.0,13.0,1,1
operating,,,,1.0,6.73,0,0
operating,2.0,74996.0,2.0,8.0,6.91,0,0
acquired,,,,3.0,14.45,1,1
operating,,,,3.0,10.0,0,0
acquired,3.0,22000000.0,1.0,5.0,12.0,1,1
operating,,,,2.0,6.33,0,0
operating,,,1.0,7.0,3.5,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,700000.0,2.0,3.0,6.5,0,0
operating,4.0,30700000.0,1.0,22.0,8.0,0,0
acquired,4.0,2939581.0,,8.0,6.29,1,1
operating,,,,,10.67,0,0
operating,,,1.0,,6.0,0,0
operating,2.0,2500000.0,1.0,1.0,13.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,3.0,6.58,0,0
operating,2.0,5999999.0,3.0,4.0,6.26,0,0
operating,,,1.0,3.0,6.75,0,0
operating,,,1.0,1.0,9.5,0,0
operating,4.0,25500000.0,2.0,24.0,7.0,0,0
operating,,,1.0,2.0,5.16,0,0
operating,1.0,6400000.0,,,7.0,0,0
operating,6.0,33325468.0,,1.0,7.0,0,0
operating,,,,2.0,9.91,0,0
operating,4.0,40094161.0,,11.0,13.0,0,0
operating,,,,2.0,17.0,0,0
operating,,,,1.0,10.91,0,0
acquired,,,1.0,2.0,6.26,1,1
operating,1.0,,1.0,3.0,14.0,0,0
operating,,,1.0,2.0,10.25,0,0
operating,4.0,39800000.0,2.0,7.0,15.0,0,0
operating,,,,,7.0,0,0
operating,,,,,6.34,0,0
operating,1.0,1000000.0,2.0,6.0,8.75,0,0
operating,,,,2.0,12.0,0,0
operating,,,,2.0,11.0,0,0
operating,,,,5.0,8.64,0,0
closed,1.0,450000.0,,2.0,1.27,0,0
operating,2.0,50700000.0,3.0,24.0,12.0,0,0
operating,,,1.0,1.0,13.16,0,0
operating,,,,,4.0,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,,,12.0,0,0
operating,,,,1.0,16.16,0,0
operating,2.0,8700000.0,3.0,11.0,3.91,0,0
operating,,,,3.0,3.33,0,0
operating,,,,1.0,22.28,0,0
closed,,,1.0,3.0,0.72,0,0
operating,2.0,522000.0,1.0,3.0,6.08,0,0
operating,3.0,55800000.0,2.0,25.0,8.89,0,0
operating,,,,,6.98,0,0
operating,,,,,7.0,0,0
operating,,,,,35.0,0,0
operating,,,1.0,2.0,4.0,0,0
operating,2.0,22500000.0,4.0,4.0,9.08,0,0
operating,,,,,8.0,0,0
operating,,,,3.0,6.75,0,0
operating,,,,2.0,14.0,0,0
operating,2.0,7500000.0,1.0,23.0,3.75,0,0
closed,1.0,,,2.0,4.43,0,0
acquired,3.0,3500000.0,6.0,8.0,8.66,1,1
operating,,,,,7.0,0,0
operating,,,,,3.58,0,0
operating,,,1.0,3.0,3.99,0,0
operating,,,2.0,9.0,7.0,0,0
operating,,,2.0,13.0,11.0,0,0
closed,1.0,550000.0,2.0,3.0,7.0,0,0
operating,,,1.0,1.0,4.2,0,0
operating,,,1.0,5.0,8.92,0,0
operating,,,,4.0,8.33,0,0
operating,,,,,17.14,0,0
operating,,,,1.0,34.14,0,0
operating,,,1.0,2.0,5.91,0,0
operating,,,2.0,3.0,7.0,0,0
operating,1.0,1250000.0,1.0,6.0,3.0,0,0
operating,,,3.0,10.0,8.0,0,0
operating,,,2.0,,8.07,0,0
operating,,,,2.0,7.08,0,0
acquired,2.0,113000000.0,,,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,,,,3.0,10.75,0,0
acquired,1.0,20000000.0,,7.0,16.0,1,1
acquired,,,1.0,9.0,17.0,1,1
acquired,,,,,7.0,1,1
acquired,2.0,3000000.0,2.0,5.0,3.75,1,1
operating,,,2.0,1.0,3.42,0,0
acquired,,,,2.0,14.0,1,1
operating,,,2.0,22.0,7.0,0,0
acquired,1.0,500000.0,2.0,7.0,3.67,1,1
closed,1.0,50000000.0,3.0,7.0,11.86,0,0
operating,,,,1.0,6.0,0,0
operating,1.0,,2.0,,3.5,0,0
acquired,1.0,,,5.0,19.33,1,1
operating,,,1.0,4.0,7.0,0,0
operating,,,,,6.0,0,0
operating,,,,,5.5,0,0
acquired,,,3.0,26.0,30.0,1,1
operating,,,2.0,2.0,7.21,0,0
operating,6.0,3630298.0,,2.0,5.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,8.42,0,0
operating,1.0,10000000.0,,,8.0,0,0
operating,1.0,10917805.0,2.0,13.0,8.91,0,0
acquired,,,2.0,1.0,8.0,1,1
operating,4.0,39790000.0,,3.0,12.0,0,0
operating,,,,3.0,14.0,0,0
operating,2.0,100000.0,,7.0,9.0,0,0
closed,,,,4.0,4.59,0,0
operating,,,,1.0,6.75,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,21.0,0,0
closed,2.0,9000000.0,3.0,3.0,7.0,0,0
operating,3.0,51000000.0,2.0,13.0,7.0,0,0
operating,,,,,7.0,0,0
operating,10.0,23870000.0,,18.0,7.5,0,0
operating,,,,,7.0,0,0
closed,1.0,915000.0,1.0,6.0,8.41,0,0
operating,,,,6.0,8.0,0,0
operating,,,,2.0,7.25,0,0
operating,,,,,9.0,0,0
closed,4.0,28000000.0,2.0,3.0,9.58,0,0
operating,3.0,69900000.0,1.0,14.0,15.0,0,0
acquired,1.0,3700000.0,1.0,1.0,3.75,1,1
operating,1.0,15000000.0,1.0,12.0,14.0,0,0
operating,,,,,14.0,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,4.0,10.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,,4.18,0,0
operating,1.0,125000.0,,2.0,7.0,0,0
operating,2.0,3650000.0,2.0,12.0,8.58,0,0
operating,3.0,32000000.0,4.0,26.0,8.0,0,0
operating,,,,1.0,7.16,0,0
closed,2.0,450000.0,1.0,1.0,0.84,0,0
operating,3.0,,1.0,6.0,9.0,0,0
operating,,,,1.0,15.0,0,0
operating,,,1.0,2.0,6.33,0,0
operating,,,,2.0,18.0,0,0
operating,,,,,7.0,0,0
operating,,,,,13.0,0,0
operating,8.0,91953325.0,2.0,17.0,14.0,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,3.0,14.0,0,0
operating,,,,,7.0,0,0
operating,1.0,7724807.0,1.0,4.0,8.0,0,0
operating,1.0,2500000.0,5.0,9.0,8.91,0,0
operating,1.0,130000.0,,3.0,3.75,0,0
operating,,,,2.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,,1.0,2.0,5.0,0,0
operating,,,,,33.25,0,0
acquired,2.0,2250000.0,4.0,3.0,7.0,1,1
closed,2.0,3750000.0,1.0,2.0,3.14,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,2.0,11.25,0,0
operating,1.0,1000000.0,1.0,3.0,6.5,0,0
acquired,2.0,17000000.0,2.0,2.0,11.0,1,1
operating,4.0,10000000.0,3.0,17.0,8.0,0,0
closed,2.0,6850000.0,2.0,5.0,4.39,0,0
operating,1.0,500000.0,3.0,6.0,8.0,0,0
operating,,,,1.0,7.33,0,0
operating,,,2.0,2.0,5.13,0,0
operating,,,1.0,3.0,13.0,0,0
operating,,,,3.0,16.25,0,0
operating,,,,4.0,8.25,0,0
operating,3.0,56500000.0,3.0,11.0,13.0,0,0
operating,1.0,15000000.0,3.0,30.0,20.0,0,0
operating,,,,2.0,7.42,0,0
operating,,,,4.0,27.25,0,0
operating,2.0,15700000.0,2.0,6.0,9.0,0,0
operating,,,,3.0,10.33,0,0
operating,1.0,,4.0,2.0,6.58,0,0
operating,,,1.0,4.0,14.58,0,0
operating,,,1.0,2.0,4.04,0,0
acquired,2.0,1000000.0,3.0,3.0,7.25,1,1
operating,1.0,,1.0,25.0,6.59,0,0
operating,2.0,1830000.0,1.0,3.0,7.0,0,0
operating,1.0,,1.0,4.0,4.0,0,0
operating,,,,,5.0,0,0
operating,,,,,7.0,0,0
